name,score,description
"Clarified oils (petroleum), hydrodesulfurized catalytic cracked",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrodesulfurized intermediate catalytic cracked",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrodesulfurized heavy catalytic cracked",-10,Substanta INTERZISA in UE (Anexa II)
"Fuel oil, residues-straight-run gas oils, high-sulfur",-10,Substanta INTERZISA in UE (Anexa II)
"Fuel oil, residual",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), catalytic reformer fractionator residue distn.",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), heavy coker gas oil and vacuum gas oil",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), heavy coker and light vacuum",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), light vacuum",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), steam-cracked light",-10,Substanta INTERZISA in UE (Anexa II)
"Fuel oil, No 6",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), topping plant, low-sulfur",-10,Substanta INTERZISA in UE (Anexa II)
"Gas oils (petroleum), heavy atmospheric",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), coker scrubber, condensed-ring-arom.-contg",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), petroleum residues vacuum",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), steam-cracked, resinous",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), intermediate vacuum",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), light vacuum",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), vacuum",-10,Substanta INTERZISA in UE (Anexa II)
"Gas oils (petroleum), hydrodesulfurized coker heavy vacuum",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), steam-cracked, distillates",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), vacuum, light",-10,Substanta INTERZISA in UE (Anexa II)
"Fuel oil, heavy, high-sulfur",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), catalytic cracking",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), intermediate catalytic cracked, thermally degraded",-10,Substanta INTERZISA in UE (Anexa II)
Residual oils (petroleum),-10,Substanta INTERZISA in UE (Anexa II)
"Residues, steam cracked, thermally treated",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrodesulfurized full-range middle",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), light paraffinic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), heavy paraffinic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), light naphthenic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), heavy naphthenic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), acid-treated heavy naphthenic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), acid-treated light naphthenic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), acid-treated heavy paraffinic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), acid-treated light paraffinic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), chemically neutralized heavy paraffinic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), chemically neutralized light paraffinic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), chemically neutralized heavy naphthenic",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), chemically neutralized light naphthenic",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light naphthenic distillate solvent",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), heavy paraffinic distillate solvent",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light paraffinic distillate solvent",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), heavy naphthenic distillate solvent",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light vacuum gas oil solvent",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C26-55, arom.-rich",-10,Substanta INTERZISA in UE (Anexa II)
"Disodium 3,3'-[[1,1'-biphenyl]-4,4'-diylbis(azo)] bis(4-aminonaphthalene-1- sulphonate)",-10,Substanta INTERZISA in UE (Anexa II)
"Disodium 4-amino-3-[[4'-[(2,4-diaminophenyl)azo] [1,1'-biphenyl]-4-yl]azo]-5-hydroxy-6-(phenylazo)naphthalene-2,7-disulphonate",-10,Substanta INTERZISA in UE (Anexa II)
"Tetrasodium 3,3'-[[1,1'-biphenyl]-4,4'-diylbis(azo)]bis[5-amino-4-hydroxynaphthalene-2,7-disulphonate]",-10,Substanta INTERZISA in UE (Anexa II)
4-o-Tolylazo-o-toluidine,-10,Substanta INTERZISA in UE (Anexa II)
4-Aminoazobenzene,-10,Substanta INTERZISA in UE (Anexa II)
"Disodium[5-[[4'-[[2,6-dihydroxy-3-[(2-hydroxy-5-sulphophenyl)azo]phenyl]azo][1,1'-biphenyl]-4-yl]azo]salicylato(4-)]cuprate(2-)",-10,Substanta INTERZISA in UE (Anexa II)
Resorcinol diglycidyl ether,-10,Substanta INTERZISA in UE (Anexa II)
"1,3-Diphenylguanidine",-10,Substanta INTERZISA in UE (Anexa II)
Heptachlor-epoxide,-10,Substanta INTERZISA in UE (Anexa II)
4-Nitrosophenol,-10,Substanta INTERZISA in UE (Anexa II)
Carbendazim,-10,Substanta INTERZISA in UE (Anexa II)
Allyl glycidyl ether,-10,Substanta INTERZISA in UE (Anexa II)
Chloroacetaldehyde,-10,Substanta INTERZISA in UE (Anexa II)
Hexane,-10,Substanta INTERZISA in UE (Anexa II)
2-Methoxyethoxy)ethanol (Diethylene glycol mono­methyl ether; DEGME),-10,Substanta INTERZISA in UE (Anexa II)
"(+/-)-2-(2,4-Dichlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propyl-1,1,2,2-tetrafluoroethylether (Tetraconazole - ISO)",-10,Substanta INTERZISA in UE (Anexa II)
"4-[4-(1,3-Dihydroxyprop-2-yl)phenylamino]-1,8-dihydroxy-5-nitroanthraquinone",-10,Substanta INTERZISA in UE (Anexa II)
"5,6,12,13-Tetrachloroanthra(2,1,9-def:6,5,10-d'e'f')diisoquinoline-1,3,8,10(2H,9H)-tetrone",-10,Substanta INTERZISA in UE (Anexa II)
tris(2-Chloroethyl) phosphate,-10,Substanta INTERZISA in UE (Anexa II)
4'-Ethoxy-2-benzimidazoleanilide,-10,Substanta INTERZISA in UE (Anexa II)
Nickel dihydroxide [1]; nickel hydroxide [2],-10,Substanta INTERZISA in UE (Anexa II)
"N,N-Dimethylaniline",-10,Substanta INTERZISA in UE (Anexa II)
Simazine,-10,Substanta INTERZISA in UE (Anexa II)
"Bis(cyclopentadienyl)-bis(2,6-difluoro-3-(pyrrol-1-yl)-phenyl)titanium",-10,Substanta INTERZISA in UE (Anexa II)
"N,N,N',N'-Tetraglycidyl-4,4'-diamino-3,3'-diethyldiphenylmethane",-10,Substanta INTERZISA in UE (Anexa II)
Divanadium pentaoxide,-10,Substanta INTERZISA in UE (Anexa II)
Pentachlorophenol [1]; Sodium pentachlorophenolate [2]; Potassium pentachlorophenolate [3],-10,Substanta INTERZISA in UE (Anexa II)
Phosphamidon,-10,Substanta INTERZISA in UE (Anexa II)
N-(Trichloromethylthio)phthalimide (Folpet - ISO),-10,Substanta INTERZISA in UE (Anexa II)
N-2-Naphthylaniline,-10,Substanta INTERZISA in UE (Anexa II)
Ziram,-10,Substanta INTERZISA in UE (Anexa II)
"1-Bromo-3,4,5-trifluorobenzene",-10,Substanta INTERZISA in UE (Anexa II)
Propazine,-10,Substanta INTERZISA in UE (Anexa II)
"3-(4-Chlorophenyl)-1,1-dimethyluronium trichloroacetate; monuron-TCA",-10,Substanta INTERZISA in UE (Anexa II)
Isoxaflutole,-10,Substanta INTERZISA in UE (Anexa II)
Kresoxim-methyl,-10,Substanta INTERZISA in UE (Anexa II)
Chlordecone,-10,Substanta INTERZISA in UE (Anexa II)
9-Vinylcarbazole,-10,Substanta INTERZISA in UE (Anexa II)
2-ethylhexanoic acid and its salts with the exception of those specified elsewhere in Annex VI to Regulation (EC) No 1272/2008.,-10,Substanta INTERZISA in UE (Anexa II)
Monuron,-10,Substanta INTERZISA in UE (Anexa II)
Morpholine-4-carbonyl chloride,-10,Substanta INTERZISA in UE (Anexa II)
Daminozide,-10,Substanta INTERZISA in UE (Anexa II)
Alachlor (ISO),-10,Substanta INTERZISA in UE (Anexa II)
"UVCB condensation product of: tetrakis-hydroxymethylphosphonium chloride, urea and distilled hydrogenated C16-18 tallow alkylamine",-10,Substanta INTERZISA in UE (Anexa II)
"4-hydroxy-3,5-diiodobenzonitrile [1]; 4-Cyano-2,6-diiodophenyl octanoate [2]",-10,Substanta INTERZISA in UE (Anexa II)
"Bromoxynil (ISO) 3,5-Dibromo-4-hydroxybenzonitrile [1] and Bromoxynil heptanoate (ISO) [2]",-10,Substanta INTERZISA in UE (Anexa II)
"2,6-Dibromo-4-cyanophenyl octanoate",-10,Substanta INTERZISA in UE (Anexa II)
"5-Chloro-1,3-dihydro-2H-indol-2-one",-10,Substanta INTERZISA in UE (Anexa II)
Benomyl (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Chlorothalonil,-10,Substanta INTERZISA in UE (Anexa II)
"N'-(4-Chloro-o-tolyl)-N,N-dimethylformamidine monohydrochloride",-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Methylenebis(2-ethylaniline)",-10,Substanta INTERZISA in UE (Anexa II)
Valinamide,-10,Substanta INTERZISA in UE (Anexa II)
[(p-Tolyloxy)methyl]oxirane,-10,Substanta INTERZISA in UE (Anexa II)
[(m-Tolyloxy)methyl]oxirane,-10,Substanta INTERZISA in UE (Anexa II)
"2,3-Epoxypropyl o-tolyl ether",-10,Substanta INTERZISA in UE (Anexa II)
"[(Tolyloxy)methyl]oxirane, cresyl glycidyl ether",-10,Substanta INTERZISA in UE (Anexa II)
Di-allate,-10,Substanta INTERZISA in UE (Anexa II)
"Benzyl 2,4-dibromobutanoate",-10,Substanta INTERZISA in UE (Anexa II)
Trifluoroiodomethane,-10,Substanta INTERZISA in UE (Anexa II)
Thiophanate-methyl,-10,Substanta INTERZISA in UE (Anexa II)
"Dodecachloropentacyclo[5.2.1.02,6.03,9.05,8]decane (Mirex)",-10,Substanta INTERZISA in UE (Anexa II)
Propyzamide,-10,Substanta INTERZISA in UE (Anexa II)
Butyl glycidyl ether,-10,Substanta INTERZISA in UE (Anexa II)
"2,3,4-Trichlorobut-1-ene",-10,Substanta INTERZISA in UE (Anexa II)
Chinomethionate,-10,Substanta INTERZISA in UE (Anexa II)
"(R)-alpha-Phenylethylammonium (-)-(1R,2S)-(1,2-epoxypropyl)phosphonate monohydrate",-10,Substanta INTERZISA in UE (Anexa II)
"5-Ethoxy-3-trichloromethyl-1,2,4-thiadiazole (Etridiazole - ISO)",-10,Substanta INTERZISA in UE (Anexa II)
Disperse Yellow 3,-10,Substanta INTERZISA in UE (Anexa II)
"1,2,4-Triazole",-10,Substanta INTERZISA in UE (Anexa II)
Aldrin (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Diuron (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Linuron (ISO),-10,Substanta INTERZISA in UE (Anexa II)
"Nickel carbonate; basic nickel carbonate; carbonic acid, nickel (2+) salt [1]; carbonic acid, nickel salt [2]; [micro-[carbonato(2-)-O:O']]dihydroxy trinickel [3]; [carbonato(2-)]tetrahydroxytrinickel [4]",-10,Substanta INTERZISA in UE (Anexa II)
"3-(4-Isopropylphenyl)-1,1-dimethylurea (Isoproturon - ISO)",-10,Substanta INTERZISA in UE (Anexa II)
Iprodione,-10,Substanta INTERZISA in UE (Anexa II)
"5-(2,4-Dioxo-1,2,3,4-tetrahydropyrimidine)-3-fluoro-2-hydroxymethylterahydrofuran",-10,Substanta INTERZISA in UE (Anexa II)
Crotonaldehyde [1]; (E)-crotonaldehyde [2],-10,Substanta INTERZISA in UE (Anexa II)
Hexahydrocyclopenta[c]pyrrole-1-(1H)-ammonium N-ethoxycarbonyl-N-(p-tolylsulfonyl)azanide,-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Carbonimidoylbis[N,N-dimethylaniline] and its salts",-10,Substanta INTERZISA in UE (Anexa II)
DNOC (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Toluidinium chloride,-10,Substanta INTERZISA in UE (Anexa II)
Toluidine sulphate (1:1),-10,Substanta INTERZISA in UE (Anexa II)
2-(4-tert-Butylphenyl)ethanol,-10,Substanta INTERZISA in UE (Anexa II)
Fenthion (ISO),-10,Substanta INTERZISA in UE (Anexa II)
"Chlordane, pur",-10,Substanta INTERZISA in UE (Anexa II)
Hexan-2-one (Methyl butyl ketone),-10,Substanta INTERZISA in UE (Anexa II)
Fenarimol (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Acetamide,-10,Substanta INTERZISA in UE (Anexa II)
"N-Cyclohexyl-N-methoxy-2,5-dimethyl-3-furamide (Furmecyclox - ISO)",-10,Substanta INTERZISA in UE (Anexa II)
Dieldrin (ISO),-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Isobutylethylidenediphenol",-10,Substanta INTERZISA in UE (Anexa II)
Chlordimeform (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Amitrole (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Carbaryl (ISO),-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), light hydrocracked",-10,Substanta INTERZISA in UE (Anexa II)
1-Ethyl-1-methylmorpholinium bromide,-10,Substanta INTERZISA in UE (Anexa II)
(3-Chlorophenyl)-(4-methoxy-3-nitrophenyl)methanone,-10,Substanta INTERZISA in UE (Anexa II)
"Fuels, diesel, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Fuel oil, no. 2",-10,Substanta INTERZISA in UE (Anexa II)
"Fuel oil, no. 4",-10,Substanta INTERZISA in UE (Anexa II)
"Fuels, diesel, no. 2",-10,Substanta INTERZISA in UE (Anexa II)
"2,2-Dibromo-2-nitroethanol",-10,Substanta INTERZISA in UE (Anexa II)
1-Ethyl-1-methylpyrrolidinium bromide,-10,Substanta INTERZISA in UE (Anexa II)
Monocrotophos,-10,Substanta INTERZISA in UE (Anexa II)
Nickel; nickel powder [particle diameter<1 mm],-10,Substanta INTERZISA in UE (Anexa II)
Bromomethane (Methyl bromide - ISO),-10,Substanta INTERZISA in UE (Anexa II)
Chloromethane (Methyl chloride),-10,Substanta INTERZISA in UE (Anexa II)
Iodomethane (Methyl iodide),-10,Substanta INTERZISA in UE (Anexa II)
Bromoethane (Ethyl bromide),-10,Substanta INTERZISA in UE (Anexa II)
Heptachlor,-10,Substanta INTERZISA in UE (Anexa II)
Fentin hydroxide,-10,Substanta INTERZISA in UE (Anexa II)
Nickel sulphate,-10,Substanta INTERZISA in UE (Anexa II)
"3,5,5-Trimethylcyclohex-2-enone (Isophorone)",-10,Substanta INTERZISA in UE (Anexa II)
"2,3-Dichloropropene",-10,Substanta INTERZISA in UE (Anexa II)
Fluazifop-P-butyl (ISO),-10,Substanta INTERZISA in UE (Anexa II)
"(S)-2,3-Dihydro-1H-indole-carboxylic acid",-10,Substanta INTERZISA in UE (Anexa II)
Toxaphene,-10,Substanta INTERZISA in UE (Anexa II)
(4-Hydrazinophenyl)-N-methylmethanesulfonamide hydrochloride,-10,Substanta INTERZISA in UE (Anexa II)
CI Solvent Yellow 14,-10,Substanta INTERZISA in UE (Anexa II)
Chlozolinate (ISO),-10,Substanta INTERZISA in UE (Anexa II)
"Alkanes, C10-13, chloro",-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
"2,4,6-Trichlorophenol",-10,Substanta INTERZISA in UE (Anexa II)
Diethylcarbamoyl-chloride,-10,Substanta INTERZISA in UE (Anexa II)
1-Vinyl-2-pyrrolidone,-10,Substanta INTERZISA in UE (Anexa II)
"Myclobutanil (ISO)
2-(4-chlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)hexanenitrile",-10,Substanta INTERZISA in UE (Anexa II)
Fentin acetate,-10,Substanta INTERZISA in UE (Anexa II)
Biphenyl-2-ylamine,-10,Substanta INTERZISA in UE (Anexa II)
trans-4-cyclohexyl-L-proline monohydrochloride,-10,Substanta INTERZISA in UE (Anexa II)
"2-Methyl-m-phenylene diisocyanate (Toluene 2,6-diisocyanate)",-10,Substanta INTERZISA in UE (Anexa II)
"4-Methyl-m-phenylene diisocyanate (Toluene 2,4-diisocyanate)",-10,Substanta INTERZISA in UE (Anexa II)
m-Tolylidene diisocyanate (Toluene diisocyanate),-10,Substanta INTERZISA in UE (Anexa II)
"Fuels, jet aircraft, coal solvent extn., hydrocracked hydrogenated",-10,Substanta INTERZISA in UE (Anexa II)
"Fuels, diesel, coal solvent extn., hydrocracked hydrogenated",-10,Substanta INTERZISA in UE (Anexa II)
"Pitch, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
2-Butanone oxime,-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C16-20, solvent-dewaxed hydrocracked paraffinic distn. residue",-10,Substanta INTERZISA in UE (Anexa II)
"alpha, alpha-Dichlorotoluene",-10,Substanta INTERZISA in UE (Anexa II)
"Mineral wool, with the exception of those specified elsewhere in this Annex; [Man-made vitreous (silicate)fibres with random orientation with alkaline oxide and alkali earth oxide (Na2O+K2O+CaO+MgO+BaO) content greater than 18% by weight]",-10,Substanta INTERZISA in UE (Anexa II)
"Reaction product of acetophenone, formaldehyde, cyclohexylamine, methanol and acetic acid",-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
Trisodium bis(7-acetamido-2-(4-nitro-2-oxidophenylazo)-3-sulfonato-1-naphtholato)chromate(1-),-10,Substanta INTERZISA in UE (Anexa II)
"A mixture of: 
4-allyl-2,6-bis(2,3-epoxypropyl)phenol;
4-allyl-6-[3-[6-[3-[6-[3-(4-allyl-2,6-bis(2,3-epoxypropyl)phenoxy)-2-hydroxypropyl]-4-allyl-2-(2,3-epoxypropyl)phenoxy]-2-hydroxypropyl]-4-allyl-2-(2,3-epoxypropyl)phenoxy]-2-hydroxypropyl]-2-(2,3-epoxypropyl)phenol;
4-allyl-6-[3-(4-allyl-2,6-bis(2,3-epoxypropyl)phenoxy)-2-hydroxypropyl]-2-(2,3-epoxypropyl)phenol;
4-allyl-6-[3-[6-[3-(4-allyl-2,6-bis(2,3-epoxypropyl)phenoxy)-2-hydroxypropyl]-4-allyl-2-(2,3-epoxypropyl)phenoxy]-2-hydroxypropyl]-2-(2,3-epoxypropyl)phenol",-10,Substanta INTERZISA in UE (Anexa II)
"Costus root oil (Saussurea lappa Clarke), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"7-Ethoxy-4-methylcoumarin, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Hexahydrocoumarin, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Peru balsam (INCI name: Myroxylon pereirae), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
Isobutyl nitrite,-10,Substanta INTERZISA in UE (Anexa II)
"Isoprene (stabilized); (2-Methyl-1,3-butadiene)",-10,Substanta INTERZISA in UE (Anexa II)
1-Bromopropane; n-Propyl bromide,-10,Substanta INTERZISA in UE (Anexa II)
"Chloroprene (stabilized); (2-Chlorobuta-1,3-diene)",-10,Substanta INTERZISA in UE (Anexa II)
"1,2,3-Trichloropropane",-10,Substanta INTERZISA in UE (Anexa II)
Ethylene glycol dimethyl ether (EGDME),-10,Substanta INTERZISA in UE (Anexa II)
Dinocap (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Diaminotoluene[1]; [4-methyl-m-phenylene diamine][2];  [2-methyl-m-phenylene diamine][3],-10,Substanta INTERZISA in UE (Anexa II)
p-Chlorobenzotrichloride,-10,Substanta INTERZISA in UE (Anexa II)
Diphenylether; Octabromo derivate,-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Bis(2-methoxyethoxy)ethane; Triethylene glycol dimethyl ether; (TEGDME); triglyme",-10,Substanta INTERZISA in UE (Anexa II)
Tetrahydrothiopyran-3-carboxaldehyde,-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Bis(dimethylamino)benzophenone; (Michler's ketone)",-10,Substanta INTERZISA in UE (Anexa II)
"Oxiranemethanol, 4-methylbenzene-sulfonate, (S)-",-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Benzenedicarboxylic acid, dipentylester, branched and linear [1]; n-Pentyl-isopentylphthalate [2]; di-n-Pentyl phthalate [3]; Diisopentylphthalate [4]",-10,Substanta INTERZISA in UE (Anexa II)
Benzyl butyl phthalate (BBP),-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Benzenedicarboxylic acid, di-C7-11-branched and linear alkyl esters",-10,Substanta INTERZISA in UE (Anexa II)
"A mixture of: 
Disodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-hydroxy-1-(4-sulfonatophenyl)pyrazol-4-yl)penta-2,4-dienylidene)-4,5-dihydro-5-oxopyrazol-1-yl)benzenesulfonate, and 
trisodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-oxido-1-(4-sulfonatophenyl)pyrazol-4-yl) penta-2,4-dienylidene)-4,5-dihydro-5-oxopyrazol-1-yl)benzenesulfonate",-10,Substanta INTERZISA in UE (Anexa II)
"(Methylenebis(4,1-phenylenazo(1-(3-(dimethylamino)propyl)-1,2-dihydro-6-hydroxy-4-methyl-2-oxopyridine-5,3-diyl)))-1,1'-dipyridinium dichloride dihydrochloride",-10,Substanta INTERZISA in UE (Anexa II)
2-[2-Hydroxy-3-(2-chlorophenyl)carbamoyl-1-naphthylazo]-7-[2-hydroxy-3-(3-methylphenyl)carbamoyl-1-naphthylazo]fluoren-9-one,-10,Substanta INTERZISA in UE (Anexa II)
Azafenidin (ISO),-10,Substanta INTERZISA in UE (Anexa II)
"2,4,5-Trimethylaniline [1]; 2,4,5-trimethylaniline hydrochloride [2]",-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Thiodianiline and its salts",-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Oxydianiline (p-aminophenyl ether) and its salts",-10,Substanta INTERZISA in UE (Anexa II)
"N,N,N',N'-Tetramethyl-4,4'-methylenedianiline",-10,Substanta INTERZISA in UE (Anexa II)
6-Methoxy-m-toluidine (p-Cresidine),-10,Substanta INTERZISA in UE (Anexa II)
"3-Ethyl-2-methyl-2-(3-methylbutyl)-1,3-oxazolidine",-10,Substanta INTERZISA in UE (Anexa II)
"A mixture of: 
1,3,5-Tris(3-Aminomethylphenyl)-1,3,5-(1H,3H,5H)-triazine-2,4,6-trione, and a mixture of oligomers of 
3,5-bis(3-Aminomethylphenyl)-1-poly[3,5-bis(3-aminomethylphenyl)-2,4,6-trioxo-1,3,5-(1H,3H,5H)-triazin-1-yl]-1,3,5-(1H,3H,5H)-triazine-2,4,6-trione",-10,Substanta INTERZISA in UE (Anexa II)
2-Nitrotoluene,-10,Substanta INTERZISA in UE (Anexa II)
Tributyl phosphate,-10,Substanta INTERZISA in UE (Anexa II)
Naphthalene,-10,Substanta INTERZISA in UE (Anexa II)
"Nonylphenol [1]; 4-Nonylphenol, branched [2]",-10,Substanta INTERZISA in UE (Anexa II)
"1,1,2-Trichloroethane",-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
Allyl chloride (3-Chloropropene),-10,Substanta INTERZISA in UE (Anexa II)
"1,4-Dichlorobenzene (p-Dichlorobenzene)",-10,Substanta INTERZISA in UE (Anexa II)
Bis(2-chloroethyl) ether,-10,Substanta INTERZISA in UE (Anexa II)
Phenol,-10,Substanta INTERZISA in UE (Anexa II)
"Bisphenol A (4,4'-Isopropylidenediphenol)",-10,Substanta INTERZISA in UE (Anexa II)
"Trioxymethylene (1,3,5-Trioxan)",-10,Substanta INTERZISA in UE (Anexa II)
Propargite (ISO),-10,Substanta INTERZISA in UE (Anexa II)
1-Chloro-4-nitrobenzene,-10,Substanta INTERZISA in UE (Anexa II)
Molinate (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Fenpropimorph (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
Methyl isocyanate,-10,Substanta INTERZISA in UE (Anexa II)
"N,N-Dimethylanilinium tetrakis(pentafluorophenyl)borate",-10,Substanta INTERZISA in UE (Anexa II)
"O,O'-(Ethenylmethylsilylenedi[(4-methylpentan-2-one)oxime]",-10,Substanta INTERZISA in UE (Anexa II)
"A 2:1 mixture of: 
4-(7-Hydroxy-2,4,4-trimethyl-2-chromanyl)resorcinol-4-yl-tris(6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonate), and 
4-(7-Hydroxy-2,4,4-trimethyl-2-chromanyl)resorcinolbis(6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonate)",-10,Substanta INTERZISA in UE (Anexa II)
"A mixture of:
Reaction product of 4,4'-methylenebis[2-(4-hydroxybenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxo-naphthalenesulfonate (1:2), and 
reaction product of 4,4'-methylenebis[2-(4-hydroxybenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxo-naphthalenesulfonate (1:3)",-10,Substanta INTERZISA in UE (Anexa II)
Malachite green hydrochloride [1]; Malachite green oxalate [2],-10,Substanta INTERZISA in UE (Anexa II)
"1-(4-Chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",-10,Substanta INTERZISA in UE (Anexa II)
"5-(3-Butyryl-2,4,6-trimethylphenyl)-2-[1-(ethoxyimino)propyl]-3-hydroxycyclohex-2-en-1-one",-10,Substanta INTERZISA in UE (Anexa II)
trans-4-Phenyl-L-proline,-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
"A mixture of: 
5-[(4-[(7-Amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-2-[(3-phosphonophenyl)azo]benzoic acid, and 
5-[(4-[(7-amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-3-[(3-phosphonophenyl)azo]benzoic acid",-10,Substanta INTERZISA in UE (Anexa II)
"2-{4-(2-Ammoniopropylamino)-6-[4-hydroxy-3-(5-methyl-2-methoxy-4-sulfamoylphenylazo)-2-sulfonatonaphth-7-ylamino]-1,3,5-triazin-2-ylamino}-2-aminopropyl formate",-10,Substanta INTERZISA in UE (Anexa II)
5-Nitro-o-toluidine [1]; 5-Nitro-o-toluidine hydrochloride [2],-10,Substanta INTERZISA in UE (Anexa II)
1-(1-Naphthylmethyl)quinolinium chloride,-10,Substanta INTERZISA in UE (Anexa II)
(R)-5-Bromo-3-(1-methyl-2-pyrrolidinylmethyl)-1H-indole,-10,Substanta INTERZISA in UE (Anexa II)
Pymetrozine (ISO),-10,Substanta INTERZISA in UE (Anexa II)
Oxadiargyl (ISO),-10,Substanta INTERZISA in UE (Anexa II)
